"SASUMMARY State annual summary statistics: personal income, GDP, consumer spending, price indexes, and employment"
"SASUMMARY State annual summary statistics: personal income, GDP, consumer spending, price indexes, and employment"
State or DC
GeoFips,GeoName,LineCode,Description,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
16000,Idaho,9,"  Real per capita PCE 5/",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),30385,29163,30046,29783,30169,30588,30842,31549,32755,32976,34941,34787,34850,37450
16000,Idaho,,Per capita current dollar statistics,,,,,,,,,,,,,,,,,,,,,,,,
16000,Idaho,10,"  Per capita personal income 6/",22783,23688,25183,25799,26233,26728,28317,29392,31476,32707,32841,31281,32097,33579,35110,36095,37680,39386,40098,41457,43217,45924,49491,52369
16000,Idaho,11,"  Per capita disposable personal income 7/",20166,20873,22059,22735,23749,24364,25821,26365,28017,29102,29499,28794,29552,30635,32022,32706,34121,35481,35990,37251,39026,41318,44793,46853
16000,Idaho,12,"  Per capita personal consumption expenditures (PCE) 8/",17999,18921,20072,20658,21162,22113,23254,24646,26073,27106,27265,26173,26797,27614,28234,28963,29890,30724,31664,33051,34699,35364,35232,39739
16000,Idaho,,Price indexes,,,,,,,,,,,,,,,,,,,,,,,,
16000,Idaho,13,"  Regional price parities (RPPs) 9/",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),95.130,95.412,93.148,94.444,93.586,93.421,94.196,94.440,92.820,94.507,91.682,92.475,90.959,91.776
16000,Idaho,14,"  Implicit regional price deflator 10/",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),89.732,89.746,89.187,92.716,93.586,94.686,96.915,97.383,96.670,100.228,99.307,101.660,101.096,106.112
16000,Idaho,,Employment,,,,,,,,,,,,,,,,,,,,,,,,
16000,Idaho,15,"  Total employment (number of jobs)",732684,747188,776910,783399,791311,800913,825327,861524,899832,929495,921093,880480,868718,878541,883148,902866,925519,949506,976741,1007791,1041251,1064118,1078122,1125054
17000,Illinois,,Real dollar statistics,,,,,,,,,,,,,,,,,,,,,,,,
17000,Illinois,1,"  Real GDP (millions of chained 2012 dollars) 1/",595615.8,618148.4,640723.4,642292.5,647517.8,658317.3,676805.9,687706.6,704827.6,712619.8,706616.5,688161.0,698179.6,711283.4,726399.1,726125.0,741194.0,751754.9,749333.5,753027.0,771695.5,775998.1,734385.0,780060.8
17000,Illinois,2,"  Real personal income (millions of constant (2012) dollars) 2/",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),586023.1,550929.4,557485.3,569075.5,588324.8,598683.9,621833.9,653427.7,649493.0,651755.3,670528.3,687637.5,712986.7,728882.6
17000,Illinois,3,"  Real PCE (millions of constant (2012) dollars) 3/",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),457909.1,443338.3,449779.0,453463.0,459574.7,465628.1,478434.8,493497.2,498923.9,502483.2,513351.7,523670.9,497667.2,535571.6
17000,Illinois,,Current dollar statistics (millions of dollars),,,,,,,,,,,,,,,,,,,,,,,,
17000,Illinois,4,"  Gross domestic product (GDP)",436567.1,460331.1,487014.6,501552.8,514361.1,533022.5,563060.8,589811.8,624242.9,650145.2,654657.5,649862.7,666404.8,692880.8,726399.1,741121.5,771356.1,799930.5,807043.2,824913.4,865661.0,889540.1,856942.9,945673.8
17000,Illinois,5,"  Personal income",367298.6,383972.5,412965.5,428339.2,433314.9,442126.4,459761.5,478865.6,510377.0,539737.4,553983.9,526967.6,543084.3,569775.5,595073.5,609778.6,638640.0,666943.7,673691.0,692895.9,728667.0,750935.6,794459.5,852082.1
17000,Illinois,6,"  Disposable personal income",315059.3,328834.6,353622.8,369687.0,382342.8,394997.7,411795.2,424520.1,449271.6,471563.0,484760.5,475510.9,487971.3,502726.4,524298.8,532246.1,557905.7,580544.9,589506.4,608991.4,641068.5,660583.9,701883.3,743387.6
17000,Illinois,7,"  Personal consumption expenditures",274083.7,289255.9,311284.2,321922.5,331174.3,345412.2,363334.1,383670.3,403311.0,422823.5,433300.1,424621.5,438798.2,454673.3,465504.9,474893.0,492043.9,504573.4,518592.3,535515.6,559137.3,573085.1,556286.1,627976.0
17000,Illinois,,Real per capita dollar statistics (constant 2012 dollars),,,,,,,,,,,,,,,,,,,,,,,,
17000,Illinois,8,"  Real per capita personal income 4/",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),45973,43052,43399,44139,45507,46191,47943,50400,50167,50428,52025,53512,55766,57522
17000,Illinois,9,"  Real per capita PCE 5/",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),35923,34645,35014,35172,35548,35925,36887,38064,38537,38878,39830,40752,38925,42266
17000,Illinois,,Per capita current dollar statistics,,,,,,,,,,,,,,,,,,,,,,,,
17000,Illinois,10,"  Per capita personal income 6/",29930,31068,33212,34299,34594,35212,36519,37975,40365,42513,43460,41180,42278,44194,46029,47047,49238,51443,52036,53611,56536,58438,62139,67244
17000,Illinois,11,"  Per capita disposable personal income 7/",25673,26607,28440,29602,30525,31459,32709,33666,35533,37143,38029,37159,37988,38993,40555,41065,43014,44779,45533,47119,49739,51407,54898,58666
17000,Illinois,12,"  Per capita personal consumption expenditures (PCE) 8/",22334,23404,25035,25778,26440,27510,28859,30426,31898,33304,33992,33182,34160,35266,36007,36640,37936,38919,40056,41434,43382,44598,43510,49558
17000,Illinois,,Price indexes,,,,,,,,,,,,,,,,,,,,,,,,
17000,Illinois,13,"  Regional price parities (RPPs) 9/",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),100.318,101.824,101.892,102.136,101.290,100.627,99.959,99.155,99.802,100.491,100.556,99.548,100.571,101.412
17000,Illinois,14,"  Implicit regional price deflator 10/",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),94.626,95.778,97.559,100.267,101.290,101.990,102.845,102.244,103.942,106.574,108.919,109.436,111.779,117.253
17000,Illinois,,Employment,,,,,,,,,,,,,,,,,,,,,,,,
17000,Illinois,15,"  Total employment (number of jobs)",7139373,7218569,7357491,7309738,7217677,7191486,7244982,7334790,7448603,7577634,7553059,7304316,7251002,7376100,7434661,7503158,7613484,7748868,7804669,7823093,7880587,7859703,7519502,7684747
18000,Indiana,,Real dollar statistics,,,,,,,,,,,,,,,,,,,,,,,,
18000,Indiana,1,"  Real GDP (millions of chained 2012 dollars) 1/",245675.7,254089.2,264121.7,259474.8,265345.1,277151.6,287655.9,290328.2,296112.7,304085.7,300962.6,279520.7,297517.3,299064.5,300513.9,307279.1,316783.1,313751.2,319601.5,324997.6,336327.1,337902.2,327277.9,346240.9
18000,Indiana,2,"  Real personal income (millions of constant (2012) dollars) 2/",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),260876.1,253419.0,258455.7,270295.7,277376.5,276740.0,283521.7,297867.2,303410.1,312858.0,314992.3,323719.1,348011.8,359702.4
18000,Indiana,3,"  Real PCE (millions of constant (2012) dollars) 3/",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),215455.8,212440.9,212945.0,217856.4,221066.0,222831.7,226601.1,234366.3,239991.2,251156.5,252517.5,254537.4,253201.5,271023.5
18000,Indiana,,Current dollar statistics (millions of dollars),,,,,,,,,,,,,,,,,,,,,,,,
18000,Indiana,4,"  Gross domestic product (GDP)",184359.8,193147.3,203801.1,205470.9,212837.8,225442.7,239743.6,248170.5,259602.8,273509.5,275538.7,263326.8,282562.2,291356.1,300513.9,312138.5,327958.3,331945.7,340500.7,352601.0,373196.8,381132.3,373781.6,412975.2
18000,Indiana,5,"  Personal income",154708.4,160797.6,171501.5,175494.3,178021.1,182928.7,191918.7,198189.0,209756.2,217254.2,227486.5,221343.2,231707.2,246494.0,258136.4,261702.3,272244.9,282821.4,290604.4,300964.6,315740.4,329625.0,354337.7,384520.0
18000,Indiana,6,"  Disposable personal income",134679.2,140113.8,150252.1,153854.8,158559.9,164479.7,173280.4,177785.4,187375.5,192906.3,203125.7,202233.7,211177.7,222453.3,234040.5,235576.8,245310.0,253500.6,260101.2,270847.3,286225.0,297118.3,319874.5,344088.3
18000,Indiana,7,"  Personal consumption expenditures",118005.0,125462.2,133628.2,138688.2,143391.5,150189.2,160039.1,169376.6,176438.6,183072.2,188064.5,185799.3,191184.5,198958.0,206023.2,211005.9,217888.8,222911.7,230341.9,242203.1,253695.8,259729.3,258617.9,290592.4
18000,Indiana,,Real per capita dollar statistics (constant 2012 dollars),,,,,,,,,,,,,,,,,,,,,,,,
18000,Indiana,8,"  Real per capita personal income 4/",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),40605,39233,39815,41448,42372,42051,42894,44937,45568,46794,46834,47875,51286,52851
18000,Indiana,9,"  Real per capita PCE 5/",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),33535,32889,32804,33407,33770,33859,34282,35357,36044,37565,37545,37644,37314,39821
18000,Indiana,,Per capita current dollar statistics,,,,,,,,,,,,,,,,,,,,,,,,
18000,Indiana,10,"  Per capita personal income 6/",25790,26600,28153,28639,28918,29521,30791,31566,33123,34055,35408,34267,35695,37799,39433,39766,41188,42667,43645,45015,46945,48749,52219,56497
18000,Indiana,11,"  Per capita disposable personal income 7/",22451,23179,24664,25108,25757,26543,27800,28316,29589,30238,31616,31309,32532,34112,35752,35796,37113,38244,39064,40510,42557,43941,47140,50557
18000,Indiana,12,"  Per capita personal consumption expenditures (PCE) 8/",19671,20755,21936,22633,23293,24237,25676,26977,27862,28697,29272,28764,29452,30509,31472,32062,32964,33629,34594,36226,37720,38412,38113,42697
18000,Indiana,,Price indexes,,,,,,,,,,,,,,,,,,,,,,,,
18000,Indiana,13,"  Regional price parities (RPPs) 9/",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),92.538,92.980,93.769,93.028,93.195,93.428,93.457,92.239,92.156,90.931,92.752,92.820,91.898,92.735
18000,Indiana,14,"  Implicit regional price deflator 10/",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),87.287,87.459,89.781,91.325,93.195,94.693,96.155,95.113,95.979,96.435,100.467,102.040,102.139,107.220
18000,Indiana,,Employment,,,,,,,,,,,,,,,,,,,,,,,,
18000,Indiana,15,"  Total employment (number of jobs)",3543278,3596542,3648148,3588944,3553215,3552205,3593283,3634815,3674399,3720040,3682931,3523018,3525335,3590196,3642334,3684125,3740428,3796419,3847508,3903417,3963442,3970076,3843507,3950184
19000,Iowa,,Real dollar statistics,,,,,,,,,,,,,,,,,,,,,,,,
19000,Iowa,1,"  Real GDP (millions of chained 2012 dollars) 1/",114087.4,116523.0,121924.2,120449.8,123298.2,128962.3,139978.1,144577.3,146555.3,152861.8,149881.4,146182.8,150148.4,152435.2,158538.4,158480.8,166619.2,171126.5,170389.1,170887.5,173547.7,173722.0,170957.4,179753.0
19000,Iowa,2,"  Real personal income (millions of constant (2012) dollars) 2/",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),140447.6,134062.5,133478.9,142069.7,144969.0,145253.8,147480.6,156301.1,155385.6,158138.6,157170.1,159420.7,169972.8,176780.1
19000,Iowa,3,"  Real PCE (millions of constant (2012) dollars) 3/",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),108837.1,106780.5,106735.7,110461.1,110345.6,110831.8,112384.2,117133.0,118522.7,121609.9,120029.3,120697.1,118924.9,128752.2
19000,Iowa,,Current dollar statistics (millions of dollars),,,,,,,,,,,,,,,,,,,,,,,,
19000,Iowa,4,"  Gross domestic product (GDP)",84644.0,87782.4,93112.0,94837.8,98557.0,105123.3,117188.5,123190.9,127896.3,137930.2,137548.5,136894.6,142233.9,148477.6,158538.4,162200.3,173095.9,180299.3,181011.4,184561.3,191516.6,195708.7,196982.9,216860.2
19000,Iowa,5,"  Personal income",73171.9,75098.7,80228.5,82571.1,84424.0,86443.8,93643.1,96704.5,102746.8,110011.0,116756.7,113084.5,116906.0,125978.2,132158.9,134757.8,139531.3,144587.6,145790.0,149420.3,155916.4,160360.6,169994.2,182524.5
19000,Iowa,6,"  Disposable personal income",64487.3,66187.8,70949.8,73182.6,76199.2,78614.1,85539.2,87637.5,92588.3,98394.3,104754.8,103350.1,106594.9,113748.3,119099.1,120823.4,125177.0,129236.1,130209.0,133672.6,140434.0,144102.0,153817.1,164211.9
19000,Iowa,7,"  Personal consumption expenditures",56767.0,60068.9,63619.8,65783.4,67374.4,70943.6,75345.9,79368.9,83436.6,87191.0,90567.3,90191.7,93619.4,98090.5,100737.5,102961.0,106473.5,108541.7,111435.6,115188.2,119344.0,121665.5,119315.3,133335.0
19000,Iowa,,Real per capita dollar statistics (constant 2012 dollars),,,,,,,,,,,,,,,,,,,,,,,,
19000,Iowa,8,"  Real per capita personal income 4/",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),46556,44203,43743,46278,47029,46822,47245,49839,49338,50002,49558,50072,53305,55364
19000,Iowa,9,"  Real per capita PCE 5/",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),36078,35208,34979,35982,35797,35726,36002,37350,37633,38452,37847,37909,37296,40322
19000,Iowa,,Per capita current dollar statistics,,,,,,,,,,,,,,,,,,,,,,,,
19000,Iowa,10,"  Per capita personal income 6/",25207,25740,27390,28162,28772,29383,31704,32621,34448,36680,38703,37286,38312,41036,42873,43439,44699,46104,46291,47246,49163,50367,53312,57163
19000,Iowa,11,"  Per capita disposable personal income 7/",22215,22685,24223,24960,25969,26721,28961,29563,31042,32807,34725,34077,34933,37052,38636,38947,40100,41209,41344,42266,44281,45261,48239,51427
19000,Iowa,12,"  Per capita personal consumption expenditures (PCE) 8/",19555,20588,21720,22436,22961,24114,25510,26774,27974,29071,30022,29738,30680,31952,32680,33189,34109,34610,35383,36422,37631,38214,37419,41758
19000,Iowa,,Price indexes,,,,,,,,,,,,,,,,,,,,,,,,
19000,Iowa,13,"  Regional price parities (RPPs) 9/",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),88.220,89.796,91.607,90.457,91.293,91.657,92.082,89.866,90.276,89.313,91.795,91.694,90.268,89.568
19000,Iowa,14,"  Implicit regional price deflator 10/",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),83.214,84.465,87.711,88.801,91.293,92.898,94.741,92.665,94.021,94.719,99.429,100.802,100.328,103.559
19000,Iowa,,Employment,,,,,,,,,,,,,,,,,,,,,,,,
19000,Iowa,15,"  Total employment (number of jobs)",1877486,1896080,1915254,1902198,1879713,1873330,1902227,1933919,1965778,1994031,1997615,1959142,1950444,1975960,1993430,2019480,2038926,2059837,2066677,2061851,2076092,2071092,2010409,2049278
20000,Kansas,,Real dollar statistics,,,,,,,,,,,,,,,,,,,,,,,,
20000,Kansas,1,"  Real GDP (millions of chained 2012 dollars) 1/",108183.6,111005.5,114030.5,114327.7,116195.0,118192.5,119391.6,123949.8,130364.5,137093.6,139536.8,134227.0,135723.2,139579.4,141818.2,141723.4,145344.1,148810.5,153695.3,155514.7,158734.4,159826.2,158348.3,162290.9
20000,Kansas,2,"  Real personal income (millions of constant (2012) dollars) 2/",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),135505.0,128839.5,127661.8,134986.9,139449.7,141341.6,141648.7,143875.2,143913.7,146990.2,148691.7,152426.4,160785.7,164557.3
20000,Kansas,3,"  Real PCE (millions of constant (2012) dollars) 3/",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),103898.7,100261.4,99662.4,100887.7,100621.4,101402.8,102717.4,105720.3,107598.3,110256.2,111288.2,112298.4,110676.4,120136.6
20000,Kansas,,Current dollar statistics (millions of dollars),,,,,,,,,,,,,,,,,,,,,,,,
20000,Kansas,4,"  Gross domestic product (GDP)",78382.0,81883.8,86099.0,88883.6,91584.2,95359.9,99083.0,105526.3,114091.9,123878.7,128604.3,125348.9,128591.3,136358.9,141818.2,144483.2,150183.6,154958.2,160451.0,165182.5,172343.0,176564.4,177580.9,191380.6
20000,Kansas,5,"  Personal income",69763.1,72120.7,76105.1,78664.7,79365.2,81890.3,84335.9,89346.2,98610.2,105943.2,115852.5,111697.4,114239.8,123558.8,130948.1,133979.9,136878.7,138336.8,138533.9,142421.6,148523.2,155125.9,164333.6,172918.3
20000,Kansas,6,"  Disposable personal income",60909.3,62927.9,66281.7,68805.7,70826.8,73865.8,76180.4,79922.8,87759.6,93655.3,102968.5,101765.4,103700.8,111255.3,118309.0,120306.6,122935.7,124081.4,124328.0,127901.8,133356.0,139128.9,148056.5,154032.1
20000,Kansas,7,"  Personal consumption expenditures",53713.6,57433.4,61411.4,63799.7,65448.6,68657.0,72687.3,76698.5,81548.8,86072.7,88917.5,87037.5,89314.1,92479.2,94620.8,96250.2,99395.5,101825.9,103792.2,107092.2,111416.1,114529.0,113475.7,126619.5
20000,Kansas,,Real per capita dollar statistics (constant 2012 dollars),,,,,,,,,,,,,,,,,,,,,,,,
20000,Kansas,8,"  Real per capita personal income 4/",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),48255,45483,44655,46993,48234,48711,48651,49227,49164,50212,50721,51956,54766,56075
20000,Kansas,9,"  Real per capita PCE 5/",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),37000,35394,34861,35122,34804,34946,35280,36172,36758,37663,37962,38278,37698,40938
20000,Kansas,,Per capita current dollar statistics,,,,,,,,,,,,,,,,,,,,,,,,
20000,Kansas,10,"  Per capita personal income 6/",26221,26927,28253,29112,29248,30074,30843,32545,35690,38057,41257,39431,39960,43015,45294,46174,47013,47332,47326,48651,50663,52876,55974,58924
20000,Kansas,11,"  Per capita disposable personal income 7/",22893,23495,24606,25463,26101,27127,27860,29113,31763,33643,36669,35925,36274,38731,40922,41461,42224,42455,42473,43691,45490,47424,50430,52489
20000,Kansas,12,"  Per capita personal consumption expenditures (PCE) 8/",20189,21444,22798,23611,24119,25214,26583,27938,29515,30919,31665,30726,31242,32195,32728,33171,34139,34840,35457,36582,38006,39038,38651,43147
20000,Kansas,,Price indexes,,,,,,,,,,,,,,,,,,,,,,,,
20000,Kansas,13,"  Regional price parities (RPPs) 9/",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),90.729,92.290,93.597,93.375,94.036,93.651,94.051,93.406,92.620,91.586,92.428,92.771,92.249,91.157
20000,Kansas,14,"  Implicit regional price deflator 10/",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),85.581,86.811,89.617,91.665,94.036,94.919,96.766,96.316,96.463,97.130,100.115,101.986,102.529,105.396
20000,Kansas,,Employment,,,,,,,,,,,,,,,,,,,,,,,,
20000,Kansas,15,"  Total employment (number of jobs)",1723552,1740420,1760312,1767601,1746077,1733694,1750876,1765650,1795507,1844355,1858069,1813184,1801873,1819044,1841393,1869054,1895859,1910954,1916152,1913449,1925615,1924539,1879086,1912187
21000,Kentucky,,Real dollar statistics,,,,,,,,,,,,,,,,,,,,,,,,
21000,Kentucky,1,"  Real GDP (millions of chained 2012 dollars) 1/",150774.4,155611.5,151495.1,151834.3,155643.9,159990.8,164650.2,171180.3,175657.7,174407.3,173810.1,166704.2,173780.1,175745.3,178143.7,181505.9,181471.8,182916.0,184115.0,185920.6,187926.6,192971.9,188396.3,197818.3
21000,Kentucky,2,"  Real personal income (millions of constant (2012) dollars) 2/",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),166679.5,167322.2,167658.7,170550.9,173823.7,171809.1,177770.7,186364.2,188248.4,191799.5,195792.1,200944.7,216979.6,225018.8
21000,Kentucky,3,"  Real PCE (millions of constant (2012) dollars) 3/",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),140351.6,142574.1,142611.8,144218.6,144875.5,144614.8,147862.9,152975.8,157500.4,161653.4,166711.2,167424.2,165863.1,178612.3
21000,Kentucky,,Current dollar statistics (millions of dollars),,,,,,,,,,,,,,,,,,,,,,,,
21000,Kentucky,4,"  Gross domestic product (GDP)",109382.3,115106.8,114169.2,117647.9,122435.3,127982.2,135529.3,145011.1,153408.4,157163.7,159883.8,157479.8,166408.7,171586.9,178143.7,184524.4,187983.8,193413.1,196484.9,201872.2,208558.6,218494.7,216865.6,237182.0
21000,Kentucky,5,"  Personal income",89452.4,93315.4,100691.4,104126.9,106568.4,109876.6,116453.4,122305.7,129361.3,135056.8,141572.6,139861.7,145301.2,152218.7,157635.7,159224.8,166717.1,174331.2,177190.6,182391.5,188348.3,197356.0,214052.5,231179.8
21000,Kentucky,6,"  Disposable personal income",78111.0,81477.6,88236.3,91170.1,95001.3,98667.4,105216.1,109782.7,116029.1,120506.6,126466.3,127611.8,132343.0,137501.5,142806.7,143197.7,149803.8,155868.9,158203.4,163348.8,169409.4,177348.6,194013.6,208253.8
21000,Kentucky,7,"  Personal consumption expenditures",73419.1,78228.8,83751.0,86725.8,90052.0,94424.1,100060.4,106030.8,111616.9,115384.9,119327.7,119334.1,123774.3,128901.9,131569.5,134202.0,138860.5,143345.3,148558.2,154102.3,160739.5,164781.9,164142.1,184053.4
21000,Kentucky,,Real per capita dollar statistics (constant 2012 dollars),,,,,,,,,,,,,,,,,,,,,,,,
21000,Kentucky,8,"  Real per capita personal income 4/",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),38854,38758,38550,38990,39559,38908,40141,41940,42231,42853,43633,44673,48175,49900
21000,Kentucky,9,"  Real per capita PCE 5/",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),32717,33026,32791,32970,32971,32749,33388,34426,35333,36118,37152,37221,36826,39609
21000,Kentucky,,Per capita current dollar statistics,,,,,,,,,,,,,,,,,,,,,,,,
21000,Kentucky,10,"  Per capita personal income 6/",22445,23224,24868,25596,26057,26687,28087,29241,30660,31728,33002,32397,33409,34799,35875,36058,37645,39232,39750,40751,41974,43875,47525,51266
21000,Kentucky,11,"  Per capita disposable personal income 7/",19599,20278,21792,22411,23228,23965,25377,26247,27500,28310,29480,29560,30430,31435,32500,32428,33826,35077,35491,36497,37754,39427,43076,46182
21000,Kentucky,12,"  Per capita personal consumption expenditures (PCE) 8/",18422,19469,20684,21318,22018,22934,24134,25350,26454,27107,27816,27642,28460,29469,29943,30391,31355,32259,33327,34431,35822,36633,36444,40816
21000,Kentucky,,Price indexes,,,,,,,,,,,,,,,,,,,,,,,,
21000,Kentucky,13,"  Regional price parities (RPPs) 9/",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),90.135,88.983,90.646,91.046,90.816,91.560,91.277,90.873,90.565,89.887,89.015,89.529,89.039,89.124
21000,Kentucky,14,"  Implicit regional price deflator 10/",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),85.021,83.700,86.791,89.379,90.816,92.800,93.912,93.705,94.322,95.329,96.418,98.422,98.962,103.046
21000,Kentucky,,Employment,,,,,,,,,,,,,,,,,,,,,,,,
21000,Kentucky,15,"  Total employment (number of jobs)",2223896,2264164,2306481,2283616,2263430,2273325,2300593,2337821,2374830,2414908,2402591,2325249,2325921,2368202,2389363,2407562,2440072,2473915,2498658,2519975,2545574,2550230,2472056,2548204
22000,Louisiana,,Real dollar statistics,,,,,,,,,,,,,,,,,,,,,,,,
22000,Louisiana,1,"  Real GDP (millions of chained 2012 dollars) 1/",207611.6,211952.5,205722.6,208617.8,213079.4,221774.4,232712.8,247773.2,245500.2,230367.7,232150.7,236411.0,246836.2,234975.7,235384.7,228452.8,235355.1,233016.0,228428.5,233351.7,237298.3,237044.6,218421.7,221152.7
22000,Louisiana,2,"  Real personal income (millions of constant (2012) dollars) 2/",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),195333.0,191856.7,193795.6,194237.3,200486.3,200830.7,206650.2,208111.7,203909.5,210981.7,219336.7,222219.0,234479.7,238268.8
22000,Louisiana,3,"  Real PCE (millions of constant (2012) dollars) 3/",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),147680.6,148741.4,149507.5,151587.6,152495.2,154584.9,157822.6,162333.3,163217.7,168800.3,174401.6,175541.5,171999.7,185315.8
22000,Louisiana,,Current dollar statistics (millions of dollars),,,,,,,,,,,,,,,,,,,,,,,,
22000,Louisiana,4,"  Gross domestic product (GDP)",120198.1,125807.3,132640.8,137901.2,139800.9,155092.4,171006.1,199594.7,207773.8,203041.0,212392.4,204906.9,225308.9,229945.0,235384.7,230832.5,240737.3,235113.5,227090.7,241213.4,256677.8,255481.9,232527.8,258571.3
22000,Louisiana,5,"  Personal income",99070.8,101467.7,107310.6,114917.4,118229.4,122169.8,127758.4,137935.1,145645.5,159411.3,170869.3,165876.2,173800.8,179073.4,188760.8,191497.3,200293.9,201363.5,200190.6,206121.5,215086.4,222349.1,236324.2,250700.7
22000,Louisiana,6,"  Disposable personal income",88367.5,90832.9,96063.0,102842.9,107646.9,112361.2,117979.9,127120.9,132489.8,143692.8,153619.1,152687.8,160409.6,164297.2,172337.7,173651.0,181561.0,183015.6,181555.9,187879.7,197083.6,203033.3,217041.9,228861.8
22000,Louisiana,7,"  Personal consumption expenditures",79151.6,83199.5,87610.6,91219.7,94668.2,100117.8,105841.0,110707.8,117591.1,124298.7,129312.0,128770.9,134277.3,139954.2,143779.9,147598.3,153179.5,157340.3,160575.5,165317.6,171413.0,176015.7,173900.0,195570.2
22000,Louisiana,,Real per capita dollar statistics (constant 2012 dollars),,,,,,,,,,,,,,,,,,,,,,,,
22000,Louisiana,8,"  Real per capita personal income 4/",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),44038,42714,42641,42437,43550,43393,44452,44558,43518,45095,46967,47640,50413,51528
22000,Louisiana,9,"  Real per capita PCE 5/",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),33294,33115,32896,33119,33125,33400,33949,34757,34834,36079,37345,37633,36980,40077
22000,Louisiana,,Per capita current dollar statistics,,,,,,,,,,,,,,,,,,,,,,,,
22000,Louisiana,10,"  Per capita personal income 6/",22312,22746,23997,25663,26289,27022,28065,30139,33850,36432,38522,36930,38242,39124,41003,41376,43085,43113,42725,44056,46057,47668,50809,54217
22000,Louisiana,11,"  Per capita disposable personal income 7/",19901,20362,21482,22967,23936,24853,25917,27776,30793,32840,34633,33994,35295,35896,37436,37520,39055,39185,38748,40157,42202,43527,46664,49494
22000,Louisiana,12,"  Per capita personal consumption expenditures (PCE) 8/",17826,18651,19591,20371,21050,22145,23250,24190,27330,28407,29153,28669,29545,30577,31232,31891,32950,33688,34270,35335,36705,37735,37388,42294
22000,Louisiana,,Price indexes,,,,,,,,,,,,,,,,,,,,,,,,
22000,Louisiana,13,"  Regional price parities (RPPs) 9/",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),92.830,92.039,93.803,94.047,94.285,94.205,94.335,93.996,94.462,92.346,90.740,91.210,90.967,91.276
22000,Louisiana,14,"  Implicit regional price deflator 10/",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),87.562,86.574,89.813,92.326,94.285,95.480,97.058,96.924,98.381,97.937,98.286,100.270,101.105,105.533
22000,Louisiana,,Employment,,,,,,,,,,,,,,,,,,,,,,,,
